Hit	DB	Accession	Description	Organism	Length	Score(Bits)	Identities(%)	Positives(%)	E()
883	TR	A0A3Q3CVA8	Protein bicaudal D homolog 2-like OS=Haplochromis burtoni OX=8153 PE=3 SV=1	Haplochromis burtoni	819	2657	67.0	80.6	0.0
884	TR	A0A672YDD4	Bicaudal D homolog 2 (Drosophila) OS=Sphaeramia orbicularis OX=375764 PE=3 SV=1	Sphaeramia orbicularis	822	2655	67.6	80.3	0.0
885	TR	A0A4W6EVS8	Bicaudal D homolog 2 (Drosophila) OS=Lates calcarifer OX=8187 PE=3 SV=1	Lates calcarifer	822	2655	67.9	80.7	0.0
886	TR	A0A060XE76	Protein bicaudal D homolog 2-like OS=Oncorhynchus mykiss OX=8022 GN=GSONMT00003197001 PE=3 SV=1	Oncorhynchus mykiss	1020	2653	67.8	81.6	0.0
887	TR	A0A668TQY0	Bicaudal D homolog 2 (Drosophila) OS=Oreochromis aureus OX=47969 PE=3 SV=1	Oreochromis aureus	817	2652	67.1	80.4	0.0
888	TR	A0A3Q1I4T2	Bicaudal D homolog 2 (Drosophila) OS=Anabas testudineus OX=64144 PE=3 SV=2	Anabas testudineus	825	2652	67.4	81.1	0.0
889	TR	A0A3P8TSQ1	Bicaudal D homolog 2 (Drosophila) OS=Amphiprion percula OX=161767 PE=3 SV=1	Amphiprion percula	816	2651	67.0	80.4	0.0
890	TR	A0A3Q1C6D6	Protein bicaudal D homolog 2-like OS=Amphiprion ocellaris OX=80972 PE=3 SV=1	Amphiprion ocellaris	869	2650	66.9	80.2	0.0
891	TR	A0A3Q1C8Y5	Protein bicaudal D homolog 2-like OS=Amphiprion ocellaris OX=80972 PE=3 SV=1	Amphiprion ocellaris	816	2650	67.0	80.4	0.0
892	TR	A0A2I4B1I1	Protein bicaudal D homolog 2-like OS=Austrofundulus limnaeus OX=52670 GN=LOC106516018 PE=3 SV=1	Austrofundulus limnaeus	807	2647	68.0	79.9	0.0
893	TR	A0A3P8ZQR8	Bicaudal D homolog 2 (Drosophila) OS=Esox lucius OX=8010 PE=3 SV=2	Esox lucius	834	2647	68.0	80.7	0.0
894	TR	I3JJN1	Protein bicaudal D homolog 2 OS=Oreochromis niloticus OX=8128 GN=LOC100693219 PE=3 SV=1	Oreochromis niloticus	817	2647	67.1	80.2	0.0
895	TR	A0A8U1F9F1	Protein bicaudal D homolog 2-like isoform X1 OS=Salvelinus namaycush OX=8040 GN=LOC120065366 PE=3 SV=1	Salvelinus namaycush	857	2647	68.0	81.0	0.0
896	TR	A0A8U1F979	Protein bicaudal D homolog 2-like isoform X2 OS=Salvelinus namaycush OX=8040 GN=LOC120065366 PE=3 SV=1	Salvelinus namaycush	846	2647	68.0	81.0	0.0
897	TR	A0A8U1FA17	Protein bicaudal D homolog 2-like isoform X3 OS=Salvelinus namaycush OX=8040 GN=LOC120065366 PE=3 SV=1	Salvelinus namaycush	834	2647	68.0	81.0	0.0
898	TR	A0A672GHY7	Protein bicaudal D homolog 2-like OS=Salarias fasciatus OX=181472 GN=LOC115388372 PE=3 SV=1	Salarias fasciatus	816	2646	66.6	80.0	0.0
899	TR	A0A6P7IHX2	Protein bicaudal D homolog 2-like OS=Parambassis ranga OX=210632 GN=LOC114436459 PE=3 SV=1	Parambassis ranga	815	2644	66.9	80.5	0.0
900	TR	A0A6P7MFU3	Protein bicaudal D homolog 2 OS=Betta splendens OX=158456 GN=LOC114854988 PE=3 SV=1	Betta splendens	808	2643	67.6	80.5	0.0
901	TR	A0A674NNV2	Bicaudal D homolog 2 (Drosophila) OS=Takifugu rubripes OX=31033 PE=3 SV=1	Takifugu rubripes	840	2642	67.3	80.0	0.0
902	TR	A0A672QPX8	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=LOC107582381 PE=3 SV=1	Sinocyclocheilus grahami	892	2642	67.5	79.8	0.0
903	TR	A0A672QPP1	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=LOC107582381 PE=3 SV=1	Sinocyclocheilus grahami	858	2642	67.5	79.8	0.0
904	TR	A0A553N058	Uncharacterized protein OS=Danionella translucida OX=623744 GN=DNTS_022333 PE=3 SV=1	Danionella translucida	851	2641	67.3	80.0	0.0
905	TR	H3BZM4	Bicaudal D homolog 2 (Drosophila) OS=Tetraodon nigroviridis OX=99883 PE=3 SV=1	Tetraodon nigroviridis	807	2641	67.2	79.8	0.0
906	TR	A0A8J0U571	Protein bicaudal D homolog 2 isoform X3 OS=Xenopus laevis OX=8355 GN=bicd2.S PE=3 SV=1	Xenopus laevis	769	2640	74.9	87.3	0.0
907	TR	A0A6G0J4K9	Protein bicaudal D-like protein 2 OS=Larimichthys crocea OX=215358 GN=D5F01_LYC03036 PE=3 SV=1	Larimichthys crocea	805	2640	67.5	80.8	0.0
908	TR	A0A6G1PIS4	Protein bicaudal D-like protein 2 OS=Channa argus OX=215402 GN=EXN66_Car005560 PE=3 SV=1	Channa argus	820	2640	67.3	81.2	0.0
909	TR	A0A8U1H5Q2	Protein bicaudal D homolog 2 OS=Salvelinus namaycush OX=8040 GN=bicd2 PE=3 SV=1	Salvelinus namaycush	822	2640	68.1	81.6	0.0
910	TR	A0A3Q1EII4	Protein bicaudal D homolog 2-like OS=Acanthochromis polyacanthus OX=80966 PE=3 SV=1	Acanthochromis polyacanthus	816	2639	67.0	79.6	0.0
911	TR	A0A671YH77	Bicaudal D homolog 2 (Drosophila) OS=Sparus aurata OX=8175 PE=3 SV=1	Sparus aurata	887	2639	67.2	80.7	0.0
912	TR	A0A8C9ZZB8	Protein bicaudal D homolog 2-like OS=Sander lucioperca OX=283035 GN=LOC116041558 PE=3 SV=1	Sander lucioperca	816	2637	67.3	80.1	0.0
913	TR	A0A3Q1H140	Protein bicaudal D homolog 2-like OS=Acanthochromis polyacanthus OX=80966 PE=3 SV=1	Acanthochromis polyacanthus	818	2637	66.2	79.3	0.0
914	TR	A0A8C4FD95	Bicaudal D homolog 2 (Drosophila) OS=Dicentrarchus labrax OX=13489 PE=3 SV=1	Dicentrarchus labrax	816	2633	66.8	80.8	0.0
915	TR	A0A5A9NG60	Protein bicaudal D-like protein 2 OS=Triplophysa tibetana OX=1572043 GN=E1301_Tti016312 PE=3 SV=1	Triplophysa tibetana	1019	2633	68.0	80.2	0.0
916	TR	A0A484DF60	Bicaudal D homolog 2 (Drosophila) OS=Perca flavescens OX=8167 GN=EPR50_G00039210 PE=3 SV=1	Perca flavescens	816	2633	67.0	80.0	0.0
917	TR	A0A8C8J8L4	Bicaudal D homolog 2 (Drosophila) OS=Oncorhynchus tshawytscha OX=74940 PE=3 SV=1	Oncorhynchus tshawytscha	864	2632	67.7	80.6	0.0
918	TR	A0A8C8J8U1	Bicaudal D homolog 2 (Drosophila) OS=Oncorhynchus tshawytscha OX=74940 PE=3 SV=1	Oncorhynchus tshawytscha	853	2632	67.7	80.6	0.0
919	TR	A0A6A5FLC7	Bicaudal D homolog 2 (Drosophila) OS=Perca fluviatilis OX=8168 GN=PFLUV_G00044740 PE=3 SV=1	Perca fluviatilis	816	2632	67.2	80.0	0.0
920	TR	A0A8C4A1L2	BICD cargo adaptor 2 OS=Denticeps clupeoides OX=299321 GN=bicd2 PE=3 SV=1	Denticeps clupeoides	832	2632	67.6	80.2	0.0
921	TR	H3DB22	Bicaudal D homolog 2 (Drosophila) OS=Tetraodon nigroviridis OX=99883 PE=3 SV=1	Tetraodon nigroviridis	807	2632	67.5	80.1	0.0
922	TR	A0A5C6N8D2	Protein bicaudal D-like protein 2 OS=Takifugu flavidus OX=433684 GN=D4764_04G0007170 PE=3 SV=1	Takifugu flavidus	983	2631	67.0	80.0	0.0
923	TR	A0A8C7HFB9	Protein bicaudal D homolog 2 OS=Oncorhynchus kisutch OX=8019 GN=LOC109891350 PE=3 SV=1	Oncorhynchus kisutch	853	2630	67.7	80.6	0.0
924	TR	A0A8C7HCV8	Protein bicaudal D homolog 2 OS=Oncorhynchus kisutch OX=8019 GN=LOC109891350 PE=3 SV=1	Oncorhynchus kisutch	864	2630	67.7	80.6	0.0
925	TR	A0A8C8G298	Protein bicaudal D homolog 2-like OS=Oncorhynchus tshawytscha OX=74940 GN=LOC112244870 PE=3 SV=1	Oncorhynchus tshawytscha	836	2628	67.5	81.2	0.0
926	TR	A0A8C8G2S8	Protein bicaudal D homolog 2-like OS=Oncorhynchus tshawytscha OX=74940 GN=LOC112244870 PE=3 SV=1	Oncorhynchus tshawytscha	853	2628	67.5	81.2	0.0
927	TR	A0A3Q3NN41	Bicaudal D homolog 2 (Drosophila) OS=Mastacembelus armatus OX=205130 PE=3 SV=1	Mastacembelus armatus	813	2625	67.1	80.6	0.0
928	TR	A0A3Q2ZK82	Protein bicaudal D homolog 2-like OS=Kryptolebias marmoratus OX=37003 PE=3 SV=1	Kryptolebias marmoratus	817	2623	66.9	79.9	0.0
929	TR	A0A674MGA9	Protein bicaudal D homolog 2 OS=Takifugu rubripes OX=31033 GN=BICD2 PE=3 SV=1	Takifugu rubripes	773	2622	73.6	84.6	0.0
930	TR	A0A8C7D2D2	Protein bicaudal D homolog 2-like OS=Oncorhynchus kisutch OX=8019 GN=LOC109892671 PE=3 SV=1	Oncorhynchus kisutch	853	2622	67.5	81.1	0.0
931	TR	A0A8C7CWE5	Protein bicaudal D homolog 2-like OS=Oncorhynchus kisutch OX=8019 GN=LOC109892671 PE=3 SV=1	Oncorhynchus kisutch	836	2622	67.5	81.1	0.0
932	TR	A0A5E4BXL5	BICD cargo adaptor 2 OS=Marmota monax OX=9995 GN=MONAX_5E033124 PE=3 SV=1	Marmota monax	591	2621	94.3	96.1	0.0
933	TR	A0A087YLI1	Protein bicaudal D homolog 2-like OS=Poecilia formosa OX=48698 PE=3 SV=2	Poecilia formosa	819	2618	66.5	79.9	0.0
934	TR	A0A2U9BFP4	Bicaudal D homolog 2 (Drosophila) OS=Scophthalmus maximus OX=52904 GN=LOC118310143 PE=3 SV=1	Scophthalmus maximus	813	2618	66.6	80.0	0.0
935	TR	M4ARL4	Protein bicaudal D homolog 2-like OS=Xiphophorus maculatus OX=8083 PE=3 SV=1	Xiphophorus maculatus	818	2616	66.7	79.6	0.0
936	TR	G3N9T7	Bicaudal D homolog 2 (Drosophila) OS=Gasterosteus aculeatus OX=69293 PE=3 SV=1	Gasterosteus aculeatus	807	2614	65.4	79.2	0.0
937	TR	A0A673I6W3	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus rhinocerous OX=307959 GN=LOC107739657 PE=3 SV=1	Sinocyclocheilus rhinocerous	720	2608	73.1	84.4	0.0
938	TR	A0A673IFC3	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus rhinocerous OX=307959 GN=LOC107739657 PE=3 SV=1	Sinocyclocheilus rhinocerous	758	2607	73.5	84.8	0.0
939	TR	A0A3Q2DA33	Protein bicaudal D homolog 2-like OS=Cyprinodon variegatus OX=28743 PE=3 SV=1	Cyprinodon variegatus	866	2606	66.1	80.1	0.0
940	TR	A0A8M1KIX3	Protein bicaudal D homolog 2 isoform X1 OS=Clupea harengus OX=7950 GN=bicd2 PE=3 SV=1	Clupea harengus	851	2603	66.5	78.9	0.0
941	TR	A0A6P3W2S1	Protein bicaudal D homolog 2 isoform X2 OS=Clupea harengus OX=7950 GN=bicd2 PE=3 SV=1	Clupea harengus	821	2603	66.5	78.9	0.0
942	TR	A0A3Q2DAR6	Protein bicaudal D homolog 2-like OS=Cyprinodon variegatus OX=28743 PE=3 SV=1	Cyprinodon variegatus	854	2602	66.3	80.2	0.0
943	TR	A0A8C4A1A2	BICD cargo adaptor 2 OS=Denticeps clupeoides OX=299321 GN=bicd2 PE=3 SV=1	Denticeps clupeoides	824	2601	68.3	80.9	0.0
944	TR	A0A3P9NQL1	Protein bicaudal D homolog 2-like OS=Poecilia reticulata OX=8081 PE=3 SV=1	Poecilia reticulata	818	2599	66.5	79.7	0.0
945	TR	A0A8C6UEX4	Bicaudal D homolog 2 (Drosophila) OS=Neogobius melanostomus OX=47308 PE=3 SV=1	Neogobius melanostomus	837	2597	67.2	78.8	0.0
946	TR	A0A8C2ZGX1	Bicaudal D homolog 2 (Drosophila) OS=Cyclopterus lumpus OX=8103 PE=3 SV=1	Cyclopterus lumpus	876	2597	65.5	79.5	0.0
947	TR	A0A673IC18	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus rhinocerous OX=307959 GN=LOC107739657 PE=3 SV=1	Sinocyclocheilus rhinocerous	718	2597	73.9	85.3	0.0
948	TR	A0A3B1J7U5	Protein bicaudal D homolog 2 OS=Astyanax mexicanus OX=7994 PE=3 SV=1	Astyanax mexicanus	899	2597	66.6	80.0	0.0
949	TR	A0A4W4DN49	BICD cargo adaptor 2 OS=Electrophorus electricus OX=8005 GN=bicd2 PE=3 SV=1	Electrophorus electricus	840	2596	65.9	79.2	0.0
950	TR	A0A8C5AGG3	Protein bicaudal D homolog 2-like OS=Gadus morhua OX=8049 GN=LOC115542466 PE=3 SV=1	Gadus morhua	722	2594	73.8	83.7	0.0
951	TR	A0A665SZ22	Protein bicaudal D homolog 2-like OS=Echeneis naucrates OX=173247 GN=LOC115044115 PE=3 SV=1	Echeneis naucrates	811	2594	65.7	79.3	0.0
952	TR	A0A3B1K791	Protein bicaudal D homolog 2 OS=Astyanax mexicanus OX=7994 PE=3 SV=1	Astyanax mexicanus	841	2593	67.4	80.5	0.0
953	TR	A0A3B1KKT6	Protein bicaudal D homolog 2 OS=Astyanax mexicanus OX=7994 PE=3 SV=1	Astyanax mexicanus	802	2593	67.4	80.5	0.0
954	TR	A0A8C6P7Z6	Protein bicaudal D homolog 2-like OS=Nothobranchius furzeri OX=105023 GN=LOC107385119 PE=3 SV=1	Nothobranchius furzeri	847	2590	66.0	79.5	0.0
955	TR	A0A4Z2J6F7	Protein bicaudal D 2 OS=Liparis tanakae OX=230148 GN=Bicd2 PE=3 SV=1	Liparis tanakae	809	2590	65.2	80.0	0.0
956	TR	A0A1A8U5M0	Bicaudal D homolog 2 OS=Nothobranchius furzeri OX=105023 GN=BICD2 PE=3 SV=1	Nothobranchius furzeri	814	2590	66.0	79.5	0.0
957	TR	A0A8S4BPE9	(Atlantic silverside) hypothetical protein OS=Menidia menidia OX=238744 GN=MMEN_LOCUS16312 PE=3 SV=1	Menidia menidia	992	2588	66.5	80.2	0.0
958	TR	A0A3Q3E8F3	Protein bicaudal D homolog 2-like OS=Labrus bergylta OX=56723 PE=3 SV=1	Labrus bergylta	870	2586	66.4	78.7	0.0
959	TR	A0A671PMF5	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus anshuiensis OX=1608454 GN=LOC107669024 PE=3 SV=1	Sinocyclocheilus anshuiensis	824	2586	68.1	79.8	0.0
960	TR	A0A8T2N409	Uncharacterized protein OS=Albula glossodonta OX=121402 GN=JZ751_014520 PE=3 SV=1	Albula glossodonta	712	2585	78.6	87.7	0.0
961	TR	A0A8C5I190	Protein bicaudal D homolog 2-like OS=Gouania willdenowi OX=441366 GN=LOC114463633 PE=3 SV=1	Gouania willdenowi	840	2583	66.2	79.8	0.0
962	TR	A0A671PMH0	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus anshuiensis OX=1608454 GN=LOC107669024 PE=3 SV=1	Sinocyclocheilus anshuiensis	852	2582	67.9	79.5	0.0
963	TR	A0A6J2PNT2	Protein bicaudal D homolog 2-like OS=Cottoperca gobio OX=56716 GN=LOC115007956 PE=3 SV=1	Cottoperca gobio	816	2578	65.1	78.7	0.0
964	TR	A0A8C5AF01	Protein bicaudal D homolog 2-like OS=Gadus morhua OX=8049 GN=LOC115556700 PE=3 SV=1	Gadus morhua	845	2574	65.5	78.0	0.0
965	TR	A0A8C5FGC5	Protein bicaudal D homolog 2-like OS=Gadus morhua OX=8049 GN=LOC115556700 PE=3 SV=1	Gadus morhua	838	2574	65.5	78.0	0.0
966	TR	A0A6I9MWB2	Protein bicaudal D homolog 2-like OS=Notothenia coriiceps OX=8208 GN=LOC104946162 PE=3 SV=1	Notothenia coriiceps	809	2570	65.9	79.3	0.0
967	TR	A0A8C1BGG6	Uncharacterized protein OS=Cyprinus carpio carpio OX=630221 PE=3 SV=2	Cyprinus carpio carpio	756	2568	72.8	84.1	0.0
968	TR	A0A7L1Y6S0	BICD1 protein (Fragment) OS=Scytalopus superciliaris OX=312124 GN=Bicd1 PE=3 SV=1	Scytalopus superciliaris	978	2568	65.2	78.8	0.0
969	TR	A0A8J4UI76	Protein bicaudal D 2-like isoform X2 (Fragment) OS=Clarias magur OX=1594786 GN=DAT39_003021 PE=3 SV=1	Clarias magur	725	2567	71.3	84.6	0.0
970	TR	A0A3P8UR19	Protein bicaudal D homolog 2 OS=Cynoglossus semilaevis OX=244447 PE=3 SV=1	Cynoglossus semilaevis	846	2566	67.2	79.2	0.0
971	TR	A0A6P8VDK7	Protein bicaudal D homolog 2-like isoform X1 OS=Gymnodraco acuticeps OX=8218 GN=LOC117548131 PE=3 SV=1	Gymnodraco acuticeps	811	2564	65.7	79.3	0.0
972	TR	A0A8C6WV59	Bicaudal D homolog 2 (Drosophila) OS=Neogobius melanostomus OX=47308 PE=3 SV=1	Neogobius melanostomus	795	2557	66.9	78.4	0.0
973	TR	A0A852MUI8	BICD1 protein (Fragment) OS=Pteruthius melanotis OX=357074 GN=Bicd1 PE=3 SV=1	Pteruthius melanotis	978	2552	64.8	78.5	0.0
974	TR	A0A7L0KYG9	BICD1 protein (Fragment) OS=Sylvietta virens OX=208069 GN=Bicd1 PE=3 SV=1	Sylvietta virens	949	2551	64.7	78.5	0.0
975	TR	A0A7K7QDC4	BICD1 protein (Fragment) OS=Poecile atricapillus OX=48891 GN=Bicd1 PE=3 SV=1	Poecile atricapillus	949	2551	64.6	78.8	0.0
976	TR	A0A7K7MBH1	BICD1 protein (Fragment) OS=Brachypodius atriceps OX=182895 GN=Bicd1 PE=3 SV=1	Brachypodius atriceps	949	2550	65.0	78.9	0.0
977	TR	A0A7K6E922	BICD1 protein (Fragment) OS=Grantiella picta OX=266360 GN=Bicd1 PE=3 SV=1	Grantiella picta	949	2550	64.6	78.8	0.0
978	TR	A0A8C3N0M0	Uncharacterized protein OS=Geospiza parvula OX=87175 GN=BICD1 PE=3 SV=1	Geospiza parvula	839	2549	64.6	78.5	0.0
979	TR	A0A8C3X638	BICD cargo adaptor 1 OS=Cyanoderma ruficeps OX=181631 PE=3 SV=1	Cyanoderma ruficeps	839	2549	64.4	78.5	0.0
980	TR	A0A7K6I0U1	BICD1 protein (Fragment) OS=Dasyornis broadbenti OX=243059 GN=Bicd1 PE=3 SV=1	Dasyornis broadbenti	978	2549	64.7	78.5	0.0
981	TR	A0A6J0GAU7	Protein bicaudal D homolog 1 isoform X4 OS=Lepidothrix coronata OX=321398 GN=BICD1 PE=3 SV=1	Lepidothrix coronata	839	2549	64.7	78.5	0.0
982	TR	A0A7K9Q1N6	BICD1 protein (Fragment) OS=Pachycephala philippinensis OX=449367 GN=Bicd1 PE=3 SV=1	Pachycephala philippinensis	978	2549	64.6	78.5	0.0
983	TR	A0A851KSZ3	BICD1 protein (Fragment) OS=Vidua chalybeata OX=81927 GN=Bicd1 PE=3 SV=1	Vidua chalybeata	949	2549	64.6	78.5	0.0
984	TR	A0A7K4V7Y2	BICD1 protein (Fragment) OS=Emberiza fucata OX=337179 GN=Bicd1 PE=3 SV=1	Emberiza fucata	949	2549	64.6	78.5	0.0
985	TR	A0A7K7RSE3	BICD1 protein (Fragment) OS=Nesospiza acunhae OX=381881 GN=Bicd1 PE=3 SV=1	Nesospiza acunhae	949	2548	64.6	78.5	0.0
986	TR	A0A7K8RQB2	BICD1 protein (Fragment) OS=Rhodinocichla rosea OX=58203 GN=Bicd1 PE=3 SV=1	Rhodinocichla rosea	949	2548	64.6	78.5	0.0
987	TR	H0ZML5	BICD cargo adaptor 1 OS=Taeniopygia guttata OX=59729 GN=BICD1 PE=3 SV=2	Taeniopygia guttata	839	2548	64.6	78.5	0.0
988	TR	A0A6J0GDZ2	Protein bicaudal D homolog 1 isoform X1 OS=Lepidothrix coronata OX=321398 GN=BICD1 PE=3 SV=1	Lepidothrix coronata	1001	2548	64.7	78.5	0.0
989	TR	A0A6J0GG38	Protein bicaudal D homolog 1 isoform X2 OS=Lepidothrix coronata OX=321398 GN=BICD1 PE=3 SV=1	Lepidothrix coronata	978	2548	64.7	78.5	0.0
990	TR	A0A7K5P8F3	BICD1 protein (Fragment) OS=Erythrocercus mccallii OX=107208 GN=Bicd1 PE=3 SV=1	Erythrocercus mccallii	978	2548	64.6	78.5	0.0
991	TR	A0A7K7ED71	BICD1 protein (Fragment) OS=Sylvia atricapilla OX=48155 GN=Bicd1 PE=3 SV=1	Sylvia atricapilla	949	2548	64.4	78.5	0.0
992	TR	A0A7L1C4A9	BICD1 protein (Fragment) OS=Illadopsis cleaveri OX=201329 GN=Bicd1 PE=3 SV=1	Illadopsis cleaveri	970	2548	64.6	78.5	0.0
993	TR	A0A7K9L3U0	BICD1 protein (Fragment) OS=Rhabdornis inornatus OX=237438 GN=Bicd1 PE=3 SV=1	Rhabdornis inornatus	978	2548	64.6	78.5	0.0
994	TR	A0A851V2K0	BICD1 protein (Fragment) OS=Copsychus sechellarum OX=797021 GN=Bicd1 PE=3 SV=1	Copsychus sechellarum	924	2548	64.6	78.5	0.0
995	TR	A0A7L0RBC9	BICD1 protein (Fragment) OS=Setophaga kirtlandii OX=298831 GN=Bicd1 PE=3 SV=1	Setophaga kirtlandii	978	2548	64.6	78.5	0.0
996	TR	A0A851ZYF5	BICD1 protein (Fragment) OS=Calcarius ornatus OX=198940 GN=Bicd1 PE=3 SV=1	Calcarius ornatus	949	2548	64.6	78.5	0.0
997	TR	A0A8C3TH91	BICD cargo adaptor 1 OS=Catharus ustulatus OX=91951 PE=3 SV=1	Catharus ustulatus	839	2548	64.9	78.8	0.0
998	TR	A0A7L4EZ75	BICD1 protein (Fragment) OS=Hirundo rustica OX=43150 GN=Bicd1 PE=3 SV=1	Hirundo rustica	949	2548	64.6	78.5	0.0
999	TR	A0A7K8GWC3	BICD1 protein (Fragment) OS=Orthonyx spaldingii OX=38397 GN=Bicd1 PE=3 SV=1	Orthonyx spaldingii	978	2547	64.6	78.5	0.0
1000	TR	A0A8C3MUI1	Uncharacterized protein OS=Geospiza parvula OX=87175 GN=BICD1 PE=3 SV=1	Geospiza parvula	831	2547	64.7	78.6	0.0
